Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
3011,1657110730280,3677083,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.6732178,-0.6596680,0.9384766,0.3115234,-63.4155273,-523.0712891,-332.1533203,-0.1557617,0.4062500,0.1293945,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6358486,0.9577817,0.9662445,0.0000000
3012,1657110730290,3677093,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.6732178,-1.0761719,0.7568359,0.5097656,-16.6625977,-570.9838867,-323.9746094,-0.1694336,0.3901367,0.0991211,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,33.0000000,0.0000000,-0.6359856,0.9595118,0.9671274,0.0000000
3013,1657110730300,3677103,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.6732178,-0.9599609,0.7216797,0.5297852,28.5034180,-603.0883789,-319.1528320,-0.1796875,0.3750000,0.0664062,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6357514,0.9613004,0.9679859,0.0000000
3014,1657110730310,3677113,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.6732178,-0.7197266,0.6059570,0.4711914,72.9980469,-625.3051758,-309.6313477,-0.1865234,0.3608398,0.0351562,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6351513,0.9631136,0.9688082,0.0000000
3015,1657110730320,3677123,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.6732178,-0.7148438,0.5439453,0.6459961,109.1918945,-634.7045898,-300.5981445,-0.1870117,0.3442383,0.0024414,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6342528,0.9649104,0.9695963,0.0000000
3016,1657110730336,3677139,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-34.4698677,-0.7163086,0.5913086,0.7211914,149.4140625,-650.4516602,-298.3398438,-0.1821289,0.3295898,-0.0312500,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6322827,0.9677609,0.9708275,0.0000000
3017,1657110730346,3677149,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-34.4698677,-0.4306641,0.5942383,0.7416992,231.5063477,-657.6538086,-279.3579102,-0.1728516,0.3168945,-0.0659180,14.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,33.0000000,0.0000000,-0.6303712,0.9695007,0.9715364,0.0000000
3018,1657110730356,3677159,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-34.4698677,-0.2446289,0.8276367,0.6811523,259.9487305,-665.2832031,-273.5595703,-0.1586914,0.3071289,-0.0991211,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6282202,0.9712121,0.9722223,0.0000000
3019,1657110730366,3677169,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97698.0000000,224.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-34.4698677,-0.0874023,0.9218750,0.6889648,297.2412109,-666.9311523,-266.5405273,-0.1386719,0.2993164,-0.1245117,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6257547,0.9728794,0.9728826,0.0000000
3020,1657110730394,3677197,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.50000,101.50000,117.00000,0.00000,-36.3322449,-0.3740234,0.8549805,0.6430664,319.5190430,-654.6020508,-252.4414062,-0.1171875,0.2988281,-0.1372070,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,33.0000000,0.0000000,-0.6182963,0.9772078,0.9745957,0.0000000
3021,1657110730413,3677216,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-36.3322449,-0.4350586,1.1420898,0.6953125,333.1909180,-729.8583984,-218.4448242,-0.0883789,0.3032227,-0.1430664,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.6129846,0.9802356,0.9755760,0.0000000
3022,1657110730423,3677226,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-36.3322449,-0.6645508,1.0805664,0.6293945,302.1850586,-763.7329102,-203.0029297,-0.0576172,0.3095703,-0.1445312,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6104394,0.9818121,0.9760485,0.0000000
3023,1657110730433,3677236,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-36.3322449,-0.2871094,0.9340820,0.5097656,289.3676758,-769.8974609,-193.6645508,-0.0283203,0.3217773,-0.1396484,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6079962,0.9833352,0.9764950,0.0000000
3024,1657110730443,3677246,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-36.3322449,-0.4082031,0.9741211,0.4570312,260.0097656,-762.5732422,-177.7343750,0.0000000,0.3354492,-0.1235352,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6057960,0.9847789,0.9769011,0.0000000
3025,1657110730453,3677256,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-36.3322449,-0.0244141,0.9770508,0.4946289,233.7646484,-754.0893555,-169.9218750,0.0258789,0.3491211,-0.1010742,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6038138,0.9861425,0.9772862,0.0000000
3026,1657110730469,3677272,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-34.0084686,0.2143555,0.9619141,0.2324219,213.3178711,-712.3413086,-161.8652344,0.0473633,0.3623047,-0.0751953,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6009131,0.9880832,0.9778668,0.0000000
3027,1657110730479,3677282,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1383057,97741.0000000,220.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-34.0084686,-0.0522461,0.8012695,0.0727539,129.2114258,-664.7338867,-146.1791992,0.0649414,0.3774414,-0.0415039,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.5998130,0.9891479,0.9781913,0.0000000
3028,1657110730489,3677292,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-39.1005936,-0.5634766,0.5170898,0.1904297,69.8242188,-644.4702148,-137.4511719,0.0781250,0.3901367,-0.0102539,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.5992180,0.9901327,0.9784942,0.0000000
3029,1657110730499,3677302,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-39.1005936,-0.3891602,0.7797852,0.0361328,14.0380859,-630.7373047,-131.9580078,0.0834961,0.3999023,0.0205078,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.5990982,0.9910515,0.9787830,0.0000000
3030,1657110730527,3677330,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.49000,117.00000,0.00000,-39.1005936,-0.3027344,0.6137695,0.2578125,-43.6401367,-606.1401367,-116.5771484,0.0849609,0.4082031,0.0527344,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6001394,0.9933016,0.9794892,0.0000000
3031,1657110730546,3677349,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.1005936,-0.0786133,1.0576172,0.1025391,-202.3315430,-610.6567383,-86.5478516,0.0815430,0.4160156,0.0815430,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,-0.6034084,0.9946532,0.9798405,0.0000000
3032,1657110730556,3677359,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.1005936,-0.2026367,0.9165039,0.2705078,-277.6489258,-617.4316406,-69.5800781,0.0722656,0.4218750,0.1044922,15.0000000,0.0000000,1.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.6057631,0.9953105,0.9799883,0.0000000
3033,1657110730566,3677369,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.1005936,-0.0908203,1.0664062,0.3598633,-318.6035156,-622.0092773,-58.5327148,0.0625000,0.4257812,0.1206055,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6084586,0.9959294,0.9801121,0.0000000
3034,1657110730576,3677379,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-33.9892845,-0.1518555,1.2260742,0.3950195,-343.8110352,-653.0151367,-51.9409180,0.0527344,0.4296875,0.1367188,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6113595,0.9965320,0.9802217,0.0000000
3035,1657110730586,3677389,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-33.9892845,-0.0332031,1.1972656,0.4184570,-359.8632812,-681.3354492,-43.9453125,0.0419922,0.4335938,0.1416016,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6143872,0.9971094,0.9803142,0.0000000
3036,1657110730603,3677406,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97783.0000000,216.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-33.9892845,-0.2631836,1.2822266,0.5507812,-370.4223633,-678.7719727,-34.1186523,0.0312500,0.4365234,0.1445312,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6196635,0.9979677,0.9804360,0.0000000
3037,1657110730612,3677415,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.7776299,-0.0756836,1.2670898,0.6757812,-403.1982422,-719.7875977,-22.0947266,0.0224609,0.4375000,0.1386719,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6226913,0.9983835,0.9804776,0.0000000
3038,1657110730622,3677425,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.7776299,-0.0312500,1.1723633,0.7578125,-405.6396484,-748.4130859,-13.5498047,0.0141602,0.4384766,0.1274414,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6260650,0.9988046,0.9805059,0.0000000
3039,1657110730632,3677435,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.7776299,0.0498047,1.0668945,0.8281250,-415.6494141,-764.7094727,-5.3710938,0.0102539,0.4370117,0.1113281,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6295098,0.9991696,0.9805172,0.0000000
3040,1657110730660,3677463,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.56000,101.35000,117.00000,0.00000,-39.7776299,0.4179688,1.2661133,0.8300781,-421.7529297,-786.1328125,-4.1503906,0.0107422,0.4355469,0.0927734,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6392292,0.9998500,0.9805415,0.0000000
3041,1657110730680,3677483,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.7776299,0.9194336,1.0341797,0.8134766,-494.6289062,-759.9487305,-10.6811523,0.0166016,0.4316406,0.0717773,16.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.6472934,0.9999993,0.9805861,0.0000000
3042,1657110730690,3677493,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-34.1846733,0.8999023,0.9409180,0.8349609,-525.9399414,-736.9995117,-15.9301758,0.0249023,0.4252930,0.0483398,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,1.0000000,29.0000000,0.0000000,-0.6515517,0.9999775,0.9806194,0.0000000
3043,1657110730700,3677503,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-34.1846733,1.1992188,0.6376953,0.8037109,-578.8574219,-710.0830078,-12.8173828,0.0380859,0.4160156,0.0283203,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6562147,0.9998982,0.9806461,0.0000000
3044,1657110730710,3677513,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97826.0000000,212.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-34.1846733,1.1298828,0.4926758,0.7636719,-585.3271484,-708.3129883,-19.7753906,0.0527344,0.4067383,0.0112305,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6609045,0.9997622,0.9806873,0.0000000
3045,1657110730720,3677523,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.0302773,0.8969727,0.2592773,0.6240234,-594.9096680,-676.2695312,-25.6347656,0.0688477,0.3964844,-0.0009766,16.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6656448,0.9995793,0.9807407,0.0000000
3046,1657110730736,3677539,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.0302773,1.1381836,0.6674805,0.5644531,-615.6005859,-640.8691406,-34.4848633,0.0874023,0.3828125,-0.0122070,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6734341,0.9992030,0.9808552,0.0000000
3047,1657110730746,3677549,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.0302773,0.6933594,0.0722656,0.4638672,-573.8525391,-553.8330078,-45.7763672,0.1059570,0.3696289,-0.0170898,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.6779383,0.9989502,0.9809500,0.0000000
3048,1657110730756,3677559,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.0302773,0.8486328,0.2490234,0.2670898,-551.6967773,-491.3940430,-49.8046875,0.1245117,0.3554688,-0.0175781,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6822447,0.9986969,0.9810529,0.0000000
3049,1657110730766,3677569,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-39.0302773,0.4501953,0.3120117,0.1586914,-534.7900391,-424.7436523,-51.7578125,0.1381836,0.3452148,-0.0146484,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6863968,0.9984558,0.9811595,0.0000000
3050,1657110730792,3677595,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.26000,101.29000,117.00000,0.00000,-33.4388046,0.5292969,0.2177734,0.1420898,-541.9311523,-352.8442383,-53.8940430,0.1503906,0.3354492,-0.0068359,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.6972291,0.9978656,0.9814467,0.0000000
3051,1657110730813,3677616,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-33.4388046,0.8032227,0.2192383,-0.0019531,-595.3369141,-161.8041992,-74.8901367,0.1611328,0.3251953,0.0000000,15.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.7067092,0.9976228,0.9817663,0.0000000
3052,1657110730823,3677626,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-33.4388046,0.7490234,0.3017578,0.0712891,-628.4790039,-65.1245117,-78.9794922,0.1704102,0.3149414,0.0053711,15.0000000,1.0000000,0.0000000,1.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7114276,0.9975747,0.9819258,0.0000000
3053,1657110730833,3677636,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1373901,97866.0000000,208.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-33.4388046,0.7895508,0.2832031,0.1870117,-648.1933594,-22.4609375,-89.9658203,0.1772461,0.3056641,0.0078125,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7162607,0.9975581,0.9821067,0.0000000
3054,1657110730843,3677646,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-38.4030190,0.6586914,0.3930664,0.2705078,-678.6499023,31.4941406,-85.4492188,0.1821289,0.2968750,0.0097656,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7212844,0.9975814,0.9822776,0.0000000
3055,1657110730853,3677656,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-38.4030190,0.7919922,0.3813477,0.2236328,-691.7724609,74.5239258,-83.4960938,0.1850586,0.2900391,0.0092773,15.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7263664,0.9976363,0.9824439,0.0000000
3056,1657110730869,3677672,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-38.4030190,0.9501953,0.4995117,0.2832031,-711.4868164,104.1870117,-94.6044922,0.1875000,0.2822266,0.0029297,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7346434,0.9977567,0.9827433,0.0000000
3057,1657110730879,3677682,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-38.4030190,1.0239258,0.5112305,0.4687500,-730.2856445,150.9399414,-105.4687500,0.1889648,0.2724609,-0.0043945,14.0000000,1.0000000,0.0000000,0.0000000,1.0000000,0.0000000,29.0000000,0.0000000,-0.7398964,0.9978630,0.9829503,0.0000000
3058,1657110730889,3677692,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-38.4030190,1.1835938,0.3271484,0.4213867,-728.7597656,150.7568359,-109.6801758,0.1894531,0.2622070,-0.0175781,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7450938,0.9979666,0.9831644,0.0000000
3059,1657110730899,3677702,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-32.9347801,1.0356445,0.3212891,0.5502930,-749.0844727,145.7519531,-119.5678711,0.1884766,0.2509766,-0.0312500,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7503895,0.9980643,0.9833962,0.0000000
3060,1657110730928,3677731,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.32000,101.32000,117.00000,0.00000,-32.9347801,1.1513672,0.3696289,0.5971680,-749.3896484,143.3105469,-128.7231445,0.1850586,0.2377930,-0.0419922,14.0000000,1.0000000,0.0000000,0.0000000,0.0000000,0.0000000,29.0000000,0.0000000,-0.7654819,0.9983298,0.9841097,0.0000000
3061,1657110730950,3677753,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97907.0000000,204.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-32.9347801,0.7163086,-0.2353516,0.8554688,-768.7988281,79.4067383,-164.9169922,0.1821289,0.2211914,-0.0502930,16.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.7769447,0.9984354,0.9847883,0.0000000
3062,1657110730960,3677763,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-38.5008163,0.8813477,-0.4150391,0.8691406,-750.0610352,28.6865234,-181.4575195,0.1791992,0.2021484,-0.0546875,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.7819476,0.9984524,0.9851221,0.0000000
3063,1657110730970,3677773,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-38.5008163,0.5747070,-0.6528320,0.8613281,-734.3139648,-1.5258789,-189.1479492,0.1772461,0.1816406,-0.0571289,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.7867973,0.9984515,0.9854662,0.0000000
3064,1657110730980,3677783,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-38.5008163,0.7915039,-0.6855469,0.8354492,-708.8012695,-31.7382812,-197.3266602,0.1752930,0.1621094,-0.0551758,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.7914328,0.9984326,0.9858210,0.0000000
3065,1657110730990,3677793,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-38.5008163,0.7480469,-0.9077148,0.7573242,-666.0766602,-73.6694336,-206.4208984,0.1743164,0.1440430,-0.0493164,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.7957478,0.9983884,0.9861874,0.0000000
3066,1657110731007,3677810,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-38.5008163,0.7641602,-0.9282227,0.6958008,-622.3144531,-96.0693359,-214.9047852,0.1743164,0.1279297,-0.0346680,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.8025190,0.9982882,0.9868242,0.0000000
3067,1657110731016,3677819,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-33.2804604,0.7407227,-0.7451172,0.3901367,-556.0913086,-139.2822266,-231.3842773,0.1752930,0.1152344,-0.0161133,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.8056868,0.9982092,0.9871805,0.0000000
3068,1657110731026,3677829,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-33.2804604,0.9736328,-0.5024414,0.2573242,-531.7993164,-132.9345703,-241.8212891,0.1787109,0.1064453,0.0039062,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.8090278,0.9981235,0.9875882,0.0000000
3069,1657110731036,3677839,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-33.2804604,1.0190430,-0.7548828,0.1586914,-513.3056641,-118.2861328,-253.9672852,0.1826172,0.1035156,0.0288086,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.8122280,0.9980456,0.9880093,0.0000000
3070,1657110731062,3677865,41486.0000000,56.4120255,40.9764938,0.0000000,14.0000000,31.1367798,97953.0000000,200.0000000,3.20000,101.55000,101.49000,117.00000,0.00000,-33.2804604,0.8789062,-0.8754883,0.0659180,-479.2480469,-104.6752930,-262.7563477,0.1875000,0.1074219,0.0517578,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,-0.8198954,0.9978603,0.9891062,0.0000000
