Sample Number (100 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),timeStart (s),timeStartUTC (s),GPSLatitude (deg),GPSLongitude (deg),GPSHeight (m),GPSSat (),Temp (*C),Pressure (Pa),Heigh BME (m),Vbat (V),FR1 (%),FR2 (%),1 (),2 (),Vel (m/s),ALx (g),ALy (g),ALz (g),Agx (deg/s),Agy (deg/s),Agz (deg/s),MagX (Gauss),MagY (Gauss),MagZ (Gauss),TimeNRF (ms),TimeFR (ms),TimeVbat (ms),TimeBME280 (ms),TimeLSM6DSL (ms),TimeLIS3MDL (ms),TimeSdData (ms),quat (Gauss),quat1 (),quat2 (),quat3 (),quatGyro ()
55,1657110690373,3637176,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100045.0000000,3.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.1187126,-0.0327148,0.0380859,1.0327148,2.2583008,-2.8686523,-0.4882812,0.0771484,0.3730469,0.4428711,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0537066,0.1902695,0.8900924,0.0000000
56,1657110690390,3637193,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.0488817,-0.0302734,0.0444336,1.0454102,1.8920898,-4.6997070,-0.1831055,0.0776367,0.3735352,0.4428711,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0536726,0.1901859,0.8900939,0.0000000
57,1657110690400,3637203,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.0488817,-0.0302734,0.0439453,1.0439453,3.2348633,-4.1503906,-0.6103516,0.0776367,0.3750000,0.4433594,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,28.0000000,0.0000000,0.0536381,0.1901420,0.8900969,0.0000000
58,1657110690410,3637213,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.0488817,-0.0307617,0.0434570,1.0410156,3.6010742,-3.7841797,0.1220703,0.0786133,0.3745117,0.4418945,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0535998,0.1901023,0.8900963,0.0000000
59,1657110690420,3637223,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.0488817,-0.0283203,0.0380859,1.0380859,1.2207031,-3.5400391,-0.7934570,0.0786133,0.3730469,0.4414062,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0535870,0.1900657,0.8901001,0.0000000
60,1657110690449,3637252,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,91.69000,91.19000,37.00000,0.00000,0.0488817,-0.0297852,0.0429688,1.0434570,3.2348633,-4.2114258,-0.6713867,0.0781250,0.3725586,0.4409180,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0534871,0.1899381,0.8901096,0.0000000
61,1657110690471,3637274,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0292969,0.0410156,1.0405273,1.1596680,-3.8452148,2.9907227,0.0786133,0.3730469,0.4409180,16.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0534600,0.1898493,0.8900777,0.0000000
62,1657110690481,3637284,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0263672,0.0434570,1.0400391,-0.1220703,-1.5869141,-0.7324219,0.0791016,0.3725586,0.4399414,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0534610,0.1898326,0.8900812,0.0000000
63,1657110690491,3637294,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0307617,0.0434570,1.0434570,4.0283203,-3.7231445,-0.1220703,0.0791016,0.3735352,0.4404297,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0534180,0.1897939,0.8900818,0.0000000
64,1657110690501,3637304,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0288086,0.0473633,1.0468750,0.6103516,-4.0283203,-0.1220703,0.0791016,0.3730469,0.4375000,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0534116,0.1897521,0.8900824,0.0000000
65,1657110690511,3637314,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0317383,0.0410156,1.0415039,2.0141602,-3.6621094,-0.3662109,0.0781250,0.3725586,0.4360352,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0533903,0.1897134,0.8900842,0.0000000
66,1657110690527,3637330,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0336914,0.0410156,1.0405273,0.9765625,-3.6621094,-0.4272461,0.0766602,0.3725586,0.4360352,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0533738,0.1896517,0.8900875,0.0000000
67,1657110690537,3637340,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0322266,0.0439453,1.0439453,1.0375977,-3.2958984,-1.1596680,0.0771484,0.3740234,0.4370117,14.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0533627,0.1896172,0.8900931,0.0000000
68,1657110690547,3637350,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0380859,0.0419922,1.0424805,1.8920898,-3.8452148,-0.5493164,0.0771484,0.3740234,0.4365234,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0533425,0.1895775,0.8900958,0.0000000
69,1657110690557,3637360,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0234375,0.0458984,1.0439453,0.9765625,-3.1127930,-1.5258789,0.0781250,0.3740234,0.4365234,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0533318,0.1895451,0.8901032,0.0000000
70,1657110690583,3637386,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,100.66000,101.01000,37.00000,0.00000,0.0488817,-0.0249023,0.0410156,1.0385742,3.5400391,-4.1503906,0.0000000,0.0786133,0.3740234,0.4375000,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,32.0000000,0.0000000,0.0532340,0.1894322,0.8901032,0.0000000
71,1657110690603,3637406,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0224609,0.0439453,1.0444336,4.3945312,-4.5776367,-2.5634766,0.0781250,0.3725586,0.4365234,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,1.0000000,27.0000000,0.0000000,0.0531405,0.1893360,0.8901281,0.0000000
72,1657110690612,3637415,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0283203,0.0405273,1.0444336,2.5024414,-3.1738281,0.0610352,0.0786133,0.3730469,0.4384766,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0531165,0.1893057,0.8901278,0.0000000
73,1657110690622,3637425,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0336914,0.0454102,1.0390625,2.1972656,-4.1503906,-1.1596680,0.0786133,0.3720703,0.4389648,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0530932,0.1892618,0.8901334,0.0000000
74,1657110690632,3637435,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0351562,0.0458984,1.0415039,2.5024414,-4.1503906,14.4653320,0.0795898,0.3725586,0.4404297,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0530666,0.1892179,0.8900632,0.0000000
75,1657110690642,3637445,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0288086,0.0424805,1.0434570,2.2583008,-3.7231445,0.3662109,0.0795898,0.3725586,0.4404297,15.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0530427,0.1891792,0.8900614,0.0000000
76,1657110690658,3637461,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0312500,0.0395508,1.0434570,1.7700195,-3.9672852,-0.5493164,0.0795898,0.3730469,0.4414062,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0530124,0.1891133,0.8900657,0.0000000
77,1657110690668,3637471,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0229492,0.0405273,1.0458984,2.4414062,-3.4790039,-0.7934570,0.0781250,0.3725586,0.4414062,14.0000000,0.0000000,1.0000000,0.0000000,1.0000000,0.0000000,27.0000000,0.0000000,0.0529863,0.1890767,0.8900696,0.0000000
78,1657110690678,3637481,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0292969,0.0449219,1.0478516,3.4179688,-3.7231445,-1.1596680,0.0776367,0.3720703,0.4394531,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0529502,0.1890380,0.8900752,0.0000000
79,1657110690688,3637491,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0249023,0.0410156,1.0405273,4.5166016,-3.9062500,0.4882812,0.0776367,0.3735352,0.4399414,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0529023,0.1889973,0.8900728,0.0000000
80,1657110690715,3637518,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,72.72000,80.08000,37.00000,0.00000,0.0488817,-0.0366211,0.0449219,1.0419922,1.8310547,-3.4790039,-0.4882812,0.0781250,0.3730469,0.4399414,14.0000000,0.0000000,1.0000000,0.0000000,0.0000000,0.0000000,27.0000000,0.0000000,0.0528497,0.1888990,0.8900793,0.0000000
81,1657110690735,3637538,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0307617,0.0434570,1.0410156,12.0849609,-4.5776367,1.9531250,0.0786133,0.3735352,0.4394531,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0525929,0.1888028,0.8900603,0.0000000
82,1657110690745,3637548,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0336914,0.0473633,1.0434570,4.6997070,-2.7465820,-0.1220703,0.0786133,0.3730469,0.4384766,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0525429,0.1887745,0.8900608,0.0000000
83,1657110690755,3637558,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0249023,0.0410156,1.0356445,1.5869141,-4.1503906,-0.3662109,0.0786133,0.3725586,0.4370117,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0525259,0.1887306,0.8900626,0.0000000
84,1657110690765,3637568,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0268555,0.0449219,1.0410156,2.9907227,-3.7231445,0.2441406,0.0791016,0.3725586,0.4370117,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0524940,0.1886919,0.8900614,0.0000000
85,1657110690775,3637578,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0322266,0.0405273,1.0385742,2.8076172,-3.9062500,-0.6713867,0.0786133,0.3730469,0.4360352,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0524643,0.1886512,0.8900647,0.0000000
86,1657110690792,3637595,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0351562,0.0385742,1.0390625,1.4038086,-3.9062500,-0.1220703,0.0791016,0.3735352,0.4375000,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0524387,0.1885822,0.8900657,0.0000000
87,1657110690802,3637605,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0346680,0.0444336,1.0405273,3.6010742,-4.4555664,-0.1220703,0.0791016,0.3725586,0.4375000,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,28.0000000,0.0000000,0.0524005,0.1885351,0.8900663,0.0000000
88,1657110690812,3637615,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0307617,0.0444336,1.0454102,2.6855469,-4.2114258,-0.2441406,0.0795898,0.3720703,0.4379883,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0523717,0.1884912,0.8900675,0.0000000
89,1657110690822,3637625,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0268555,0.0424805,1.0380859,3.6621094,-4.0283203,-0.8544922,0.0791016,0.3715820,0.4379883,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0523329,0.1884494,0.8900716,0.0000000
90,1657110690849,3637652,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,98.97000,90.00000,37.00000,0.00000,0.0488817,-0.0336914,0.0395508,1.0454102,3.1738281,-4.0283203,-0.1220703,0.0786133,0.3710938,0.4389648,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0522420,0.1883354,0.8900732,0.0000000
91,1657110690869,3637672,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0336914,0.0375977,1.0429688,7.0190430,-4.8828125,5.6152344,0.0781250,0.3720703,0.4414062,16.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0520926,0.1882329,0.8900187,0.0000000
92,1657110690879,3637682,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0332031,0.0375977,1.0458984,3.9062500,-3.2348633,0.2441406,0.0781250,0.3715820,0.4414062,16.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0520512,0.1881994,0.8900175,0.0000000
93,1657110690889,3637692,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0307617,0.0468750,1.0449219,1.9531250,-2.6855469,1.3427734,0.0791016,0.3715820,0.4409180,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0520304,0.1881712,0.8900110,0.0000000
94,1657110690899,3637702,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0292969,0.0473633,1.0415039,2.3803711,-4.4555664,-1.4038086,0.0776367,0.3706055,0.4409180,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0520049,0.1881242,0.8900178,0.0000000
95,1657110690909,3637712,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0244141,0.0429688,1.0415039,3.8452148,-3.4790039,-0.1831055,0.0771484,0.3696289,0.4404297,16.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0519640,0.1880876,0.8900187,0.0000000
96,1657110690925,3637728,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0395508,0.0434570,1.0400391,0.0000000,-3.7841797,-0.6103516,0.0771484,0.3710938,0.4399414,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0519640,0.1880238,0.8900235,0.0000000
97,1657110690935,3637738,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0273438,0.0410156,1.0351562,0.7324219,-4.3334961,-2.6245117,0.0776367,0.3701172,0.4409180,14.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0519560,0.1879788,0.8900362,0.0000000
98,1657110690945,3637748,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0302734,0.0424805,1.0444336,2.5634766,-3.6621094,-0.9765625,0.0786133,0.3696289,0.4418945,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0519289,0.1879401,0.8900409,0.0000000
99,1657110690955,3637758,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0317383,0.0439453,1.0458984,3.1738281,-3.9062500,15.3808594,0.0791016,0.3691406,0.4414062,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0518954,0.1878993,0.8899662,0.0000000
100,1657110690980,3637783,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,99.51000,100.94000,37.00000,0.00000,0.0488817,-0.0273438,0.0439453,1.0410156,2.5634766,-3.6010742,-0.3662109,0.0786133,0.3696289,0.4409180,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0518273,0.1878052,0.8899707,0.0000000
101,1657110691002,3637805,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0302734,0.0439453,1.0429688,6.4697266,-3.1127930,-0.8544922,0.0786133,0.3686523,0.4414062,15.0000000,0.0000000,0.0000000,1.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0516758,0.1877341,0.8899798,0.0000000
102,1657110691011,3637814,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0292969,0.0390625,1.0458984,1.8310547,-4.4555664,-0.8544922,0.0791016,0.3696289,0.4418945,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0516583,0.1876923,0.8899836,0.0000000
103,1657110691021,3637824,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0302734,0.0454102,1.0419922,2.8076172,-4.4555664,0.3051758,0.0795898,0.3706055,0.4418945,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0516285,0.1876452,0.8899821,0.0000000
104,1657110691031,3637834,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0283203,0.0454102,1.0390625,1.7700195,-4.3945312,0.2441406,0.0791016,0.3701172,0.4414062,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0516099,0.1875992,0.8899809,0.0000000
105,1657110691041,3637844,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0302734,0.0473633,1.0439453,2.5024414,-3.7231445,-0.6103516,0.0786133,0.3720703,0.4399414,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0515833,0.1875605,0.8899839,0.0000000
106,1657110691057,3637860,41446.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0229492,0.0415039,1.0424805,2.1362305,-3.6621094,0.0000000,0.0776367,0.3725586,0.4384766,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0515472,0.1874988,0.8899839,0.0000000
107,1657110691067,3637870,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0278320,0.0439453,1.0351562,-0.1220703,-2.9296875,-1.2817383,0.0771484,0.3715820,0.4394531,14.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,28.0000000,0.0000000,0.0515482,0.1874685,0.8899901,0.0000000
108,1657110691077,3637880,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0312500,0.0395508,1.0429688,2.9296875,-3.6010742,-0.6713867,0.0771484,0.3720703,0.4394531,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0515169,0.1874308,0.8899934,0.0000000
109,1657110691087,3637890,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0283203,0.0390625,1.0390625,2.6245117,-3.5400391,0.3051758,0.0766602,0.3735352,0.4399414,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0514892,0.1873942,0.8899919,0.0000000
110,1657110691116,3637919,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,76.64000,74.18000,37.00000,0.00000,0.0488817,-0.0351562,0.0434570,1.0419922,2.6245117,-3.9672852,-15.4418945,0.0766602,0.3740234,0.4409180,14.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,28.0000000,0.0000000,0.0514084,0.1872739,0.8902092,0.0000000
111,1657110691135,3637938,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,71.04000,77.18000,37.00000,0.00000,0.0488817,-0.0317383,0.0429688,1.0419922,2.8076172,-5.4931641,-1.1596680,0.0761719,0.3745117,0.4414062,15.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,30.0000000,0.0000000,0.0513515,0.1871651,0.8902199,0.0000000
112,1657110691145,3637948,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,71.04000,77.18000,37.00000,0.00000,0.0488817,-0.0322266,0.0454102,1.0405273,2.9296875,-3.9672852,0.4272461,0.0761719,0.3764648,0.4438477,15.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000,30.0000000,0.0000000,0.0513202,0.1871233,0.8902178,0.0000000
113,1657110691155,3637958,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,71.04000,77.18000,37.00000,0.00000,0.0488817,-0.0283203,0.0424805,1.0405273,1.6479492,-3.2958984,0.0000000,0.0761719,0.3754883,0.4453125,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,30.0000000,0.0000000,0.0513026,0.1870888,0.8902178,0.0000000
114,1657110691165,3637968,41447.0000000,56.4113083,40.9760094,125.0000000,18.0000000,31.2445068,100046.0000000,2.0000000,3.20000,71.04000,77.18000,37.00000,0.00000,0.0488817,-0.0307617,0.0444336,1.0449219,1.7700195,-4.1503906,-0.6713867,0.0766602,0.3754883,0.4453125,15.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,30.0000000,0.0000000,0.0512840,0.1870449,0.8902211,0.0000000
